PRIMARY_FACILITY_ID,FACILITY_NAME,PERMIT_NO,CLIENT_ID,CLIENT_NAME,MUNICIPALITY,COUNTY,REGION,PERMIT_TYPE,FEE_CATEGORY,LATEST_PERMIT_ISSUE_DATE,AVAILABLE_LAND,TOTAL_AEUS,LOCATION_ADDRESS,LOCATION_ADDRESS_CITY_STATE_ZIP,ANIMAL_TYPES
777217,DAVID S. MORROW FARM,PA0265934,312135,MORROW DAVID S,Southwest Madison Twp,Perry,SCRO,Concentrated Animal Feed Operations Indiv NPDES Pmt,CAFO Individual Permit,08/26/2014,415,619.30,237 BRIAR LN,"LOYSVILLE, PA 17047-9154",Swine - Grow finish - 155 lbs (45-265)
803186,QUINT T EGG FARM,PA0266060,217466,WENTZEL TIMOTHY M,Jefferson Twp,Dauphin,SCRO,Concentrated Animal Feed Operations Indiv NPDES Pmt,CAFO Individual Permit,10/27/2015,174,439,3819 POWELLS VALLEY RD,"HALIFAX, PA 17032-9629",Beef - Finishing (8-24 mos) - 950 lbs (500-1400)
803186,QUINT T EGG FARM,PA0266060,217466,WENTZEL TIMOTHY M,Jefferson Twp,Dauphin,SCRO,Concentrated Animal Feed Operations Indiv NPDES Pmt,CAFO Individual Permit,10/27/2015,174,439,3819 POWELLS VALLEY RD,"HALIFAX, PA 17032-9629",Poultry - Chickens - Layer (18-105 wks) - 3.15 lbs (weighted avg)
784671,ROBBIE & DANYELL DICKINSON FARM,PA0266078,318349,DICKINSON DANYELL L & DICKINSON ROBBIE L,Taylor Twp,Fulton,SCRO,Concentrated Animal Feed Operations Indiv NPDES Pmt,CAFO Individual Permit,09/14/2015,1,341.42,457 WEST MCKINLEYVILLE ROAD,"HUSTONTOWN, PA 17229",Swine - Grow finish - 155 lbs (45-265)
810464,QUALITY LIVESTOCK SWINE FARM,PA0266337,326108,QUALITY LIVESTOCK FARM QUEST JT CLIENT,West Lampeter Twp,Lancaster,SCRO,Concentrated Animal Feed Operations Indiv NPDES Pmt,CAFO Individual Permit,03/08/2018,37.30,587.31,1177 GYPSY HILL RD,"LANCASTER, PA 17602-1339",Swine - Nursery Pig - 30 lbs (15-45)
810464,QUALITY LIVESTOCK SWINE FARM,PA0266337,326108,QUALITY LIVESTOCK FARM QUEST JT CLIENT,West Lampeter Twp,Lancaster,SCRO,Concentrated Animal Feed Operations Indiv NPDES Pmt,CAFO Individual Permit,03/08/2018,37.30,587.31,1177 GYPSY HILL RD,"LANCASTER, PA 17602-1339",Swine - Wean to finish - 140 lbs (15-265)
710479,TROUT BROTHERS FARM,PA0266418,263891,TROUT BROS LLC,Jackson Twp,Perry,SCRO,"Water Quality Mgmt Part II, Manure Storage Fac for CAFO",CAFO Individual Permit,09/26/2019,542,1222.80,508 RED ROCK RD,"LOYSVILLE, PA 17047-6100",Dairy - Holstein/Brown Swiss - Cow - 1300 lbs
710479,TROUT BROTHERS FARM,PA0266418,263891,TROUT BROS LLC,Jackson Twp,Perry,SCRO,"Water Quality Mgmt Part II, Manure Storage Fac for CAFO",CAFO Individual Permit,09/26/2019,542,1222.80,508 RED ROCK RD,"LOYSVILLE, PA 17047-6100",Dairy - Holstein/Brown Swiss - Heifer (1-2 yr) - 900 lbs (650-1150)
710479,TROUT BROTHERS FARM,PA0266418,263891,TROUT BROS LLC,Jackson Twp,Perry,SCRO,"Water Quality Mgmt Part II, Manure Storage Fac for CAFO",CAFO Individual Permit,09/26/2019,542,1222.80,508 RED ROCK RD,"LOYSVILLE, PA 17047-6100",Dairy - Holstein/Brown Swiss - Calf (0-1 yr) - 375 lbs (100-650)
816303,PLEASANT VIEW FARMS BLAIN,PA0266442,142275,BOWER LOGAN M,Jackson Twp,Perry,SCRO,Concentrated Animal Feed Operations Indiv NPDES Pmt,CAFO Individual Permit,09/22/2017,1128.60,1229.60,2675 CONOCOCHEAGUE RD,"BLAIN, PA 17006",Dairy - Holstein/Brown Swiss - Cow - 1300 lbs
816303,PLEASANT VIEW FARMS BLAIN,PA0266442,142275,BOWER LOGAN M,Jackson Twp,Perry,SCRO,Concentrated Animal Feed Operations Indiv NPDES Pmt,CAFO Individual Permit,09/22/2017,1128.60,1229.60,2675 CONOCOCHEAGUE RD,"BLAIN, PA 17006",Dairy - Holstein/Brown Swiss - Heifer (1-2 yr) - 900 lbs (650-1150)
816303,PLEASANT VIEW FARMS BLAIN,PA0266442,142275,BOWER LOGAN M,Jackson Twp,Perry,SCRO,Concentrated Animal Feed Operations Indiv NPDES Pmt,CAFO Individual Permit,09/22/2017,1128.60,1229.60,2675 CONOCOCHEAGUE RD,"BLAIN, PA 17006",Dairy - Holstein/Brown Swiss - Calf (0-1 yr) - 375 lbs (100-650)
815943,SCOTT WAGNER FARM,PA0266485,331963,WAGNER SCOTT,Little Britain Twp,Lancaster,SCRO,Concentrated Animal Feed Operations Indiv NPDES Pmt,CAFO Individual Permit,01/25/2018,1,350.10,349 KING PEN RD,"QUARRYVILLE, PA 17566",Poultry - Turkey - Tom (0-18 wks) - 20.0 lbs (0.12-40)
818480,CLAIR BURKHOLDER POULTRY BARN,PA0266540,330614,BURKHOLDER CLAIR,East Drumore Twp,Lancaster,SCRO,Concentrated Animal Feed Operations Indiv NPDES Pmt,CAFO Individual Permit,12/28/2017,306.30,792.80,316 CENTER RD,"QUARYVILLE, PA 17566",Beef - Finishing (8-24 mos) - 950 lbs (500-1400)
818480,CLAIR BURKHOLDER POULTRY BARN,PA0266540,330614,BURKHOLDER CLAIR,East Drumore Twp,Lancaster,SCRO,Concentrated Animal Feed Operations Indiv NPDES Pmt,CAFO Individual Permit,12/28/2017,306.30,792.80,316 CENTER RD,"QUARYVILLE, PA 17566",Swine - Grow finish - 155 lbs (45-265)
818480,CLAIR BURKHOLDER POULTRY BARN,PA0266540,330614,BURKHOLDER CLAIR,East Drumore Twp,Lancaster,SCRO,Concentrated Animal Feed Operations Indiv NPDES Pmt,CAFO Individual Permit,12/28/2017,306.30,792.80,316 CENTER RD,"QUARYVILLE, PA 17566",Poultry - Chickens - Layer (18-105 wks) - 3.15 lbs (weighted avg)
818745,JONATHAN LAPP,PA0266558,335670,LAPP JONATHAN Z,East Nottingham Twp,Chester,SERO,Concentrated Animal Feed Operations Indiv NPDES Pmt,CAFO Individual Permit,09/25/2017,11.70,166.67,274 MEDIA RD,"OXFORD, PA 19363",Poultry - Chickens - Pullet (0-18 wks) - 1.42 lbs (0.08-2.75)
819445,JOHN LEFEVER CAFO,PA0266574,335299,LEFEVER JOHN R,Drumore Twp,Lancaster,SCRO,Concentrated Animal Feed Operations Indiv NPDES Pmt,CAFO Individual Permit,03/19/2018,282.70,342,1045 HOLTWOOD RD,"QUARRYVILLE, PA 17566",Poultry - Chickens - Layer (18-105 wks) - 3.15 lbs (weighted avg)
819449,DAVID KAUFFMAN CAFO,PA0266582,335881,KAUFFMAN DAVID,Jackson Twp,Huntingdon,SCRO,Concentrated Animal Feed Operations Indiv NPDES Pmt,CAFO Individual Permit,02/23/2018,74.30,718.40,12050 GREENWOOD RD,"HUNTINGDON, PA 16652",Beef - Cow - 1400 lbs
819449,DAVID KAUFFMAN CAFO,PA0266582,335881,KAUFFMAN DAVID,Jackson Twp,Huntingdon,SCRO,Concentrated Animal Feed Operations Indiv NPDES Pmt,CAFO Individual Permit,02/23/2018,74.30,718.40,12050 GREENWOOD RD,"HUNTINGDON, PA 16652",Swine - Grow finish - 155 lbs (45-265)
824867,SPRINGBROOK CAFO,PA0266728,337229,SPRINGBROOK FARM LLC,Jackson Twp,Huntingdon,SCRO,Concentrated Animal Feed Operations Indiv NPDES Pmt,CAFO Individual Permit,05/30/2018,99.30,726.90,4655 BARR RD,"HUNTINGDON, PA 16652",Swine - Grow finish - 155 lbs (45-265)
825616,LGH FARM,PA0266736,341942,LGH FARMS,Locust Twp,Columbia,NCRO,Concentrated Animal Feed Operations Indiv NPDES Pmt,CAFO Individual Permit,06/28/2018,70,530.28,2129 MOUNTAIN RD,"CATAWISSA, PA 17820",Poultry - Chickens - Layer (18-105 wks) - 3.15 lbs (weighted avg)
826012,DOUG METZLER CAFO,PA0266761,303852,METZLER J DOUGLAS,Martic Twp,Lancaster,SCRO,Concentrated Animal Feed Operations Indiv NPDES Pmt,CAFO Individual Permit,09/17/2018,1,412.14,83 DOUTS HILL RD,"PEQUEA, PA 17565",Poultry - Chickens - Layer (18-65 wks) - 3.10 lbs (2.75-3.45)
826012,DOUG METZLER CAFO,PA0266761,303852,METZLER J DOUGLAS,Martic Twp,Lancaster,SCRO,Concentrated Animal Feed Operations Indiv NPDES Pmt,CAFO Individual Permit,09/17/2018,1,412.14,83 DOUTS HILL RD,"PEQUEA, PA 17565",Poultry - Chickens - Layer (18-105 wks) - 3.15 lbs (weighted avg)
808291,LEON E. SNYDER,PA0275859,326174,SNYDER LEON E,Weisenberg Twp,Lehigh,NERO,Concentrated Animal Feed Operations Indiv NPDES Pmt,CAFO Individual Permit,01/04/2017,115,930,440 ALBRIGHT ROAD,"KUTZTOWN, PA 19529",Poultry - Chickens - Layer (18-65 wks) - 3.10 lbs (2.75-3.45)
809397,HEISLER'S EGG FARM,PA0275875,247826,HEISLERS EGG FARM,Walker Twp,Schuylkill,NERO,Concentrated Animal Feed Operations Indiv NPDES Pmt,CAFO Individual Permit,12/22/2016,118.30,1868,757 VALLEY RD,"TAMAQUA, PA 18252-5005",Poultry - Chickens - Layer (18-105 wks) - 3.15 lbs (weighted avg)
740381,KOCH'S TURKEY FARM,PA0276006,217893,KOCH DUANE L,Walker Twp,Schuylkill,NERO,Concentrated Animal Feed Operations Indiv NPDES Pmt,CAFO Individual Permit,12/20/2017,1,2303.14,416 VALLEY RD,"TAMAQUA, PA 18252-5115",Poultry - Turkey - Tom (0-18 wks) - 20.0 lbs (0.12-40)
740381,KOCH'S TURKEY FARM,PA0276006,217893,KOCH DUANE L,Walker Twp,Schuylkill,NERO,Concentrated Animal Feed Operations Indiv NPDES Pmt,CAFO Individual Permit,12/20/2017,1,2303.14,416 VALLEY RD,"TAMAQUA, PA 18252-5115",Poultry - Turkey - Hen (0-12 wks) - 7.1 lbs (0.12-14)
821112,PAPPY'S ORCHARD CAFO,PA0276049,295663,PAPPY'S ORCHARD,Lower Milford Twp,Lehigh,NERO,Concentrated Animal Feed Operations Indiv NPDES Pmt,CAFO Individual Permit,04/02/2018,34.80,362.20,2474 URFFERS RD,"COOPERSBURG, PA 18036-3807",Poultry - Turkey - Hen (0-12 wks) - 7.1 lbs (0.12-14)
741135,"EMBROVAC, LLC",PA0276081,287153,EMBROVAC LLC,West Penn Twp,Schuylkill,NERO,PAG-12 Concentrated Animal Feed Operations,CAFO Individual Permit,06/29/2011,119,443.80,616 DAIRY RD,"TAMAQUA, PA 18252-5526",Poultry - Chickens - Layer (18-65 wks) - 3.10 lbs (2.75-3.45)
741135,"EMBROVAC, LLC",PA0276081,287153,EMBROVAC LLC,West Penn Twp,Schuylkill,NERO,PAG-12 Concentrated Animal Feed Operations,CAFO Individual Permit,06/29/2011,119,443.80,616 DAIRY RD,"TAMAQUA, PA 18252-5526","Poultry - Chickens - Roaster - Male (0-7 wks), Female (0-9 wks) - 3.54 lbs (0.09-7)"
566100,HAMILTON CAFO,PA0281727,236615,HAMILTON FARMS LLC,Adams Twp,Snyder,NCRO,Concentrated Animal Feed Operations Indiv NPDES Pmt,CAFO Individual Permit,07/22/2019,1,756.74,1000 SAWMILL RD,"BEAVERTOWN, PA 17813",Swine - Grow finish - 155 lbs (45-265)
775993,KISH VIEW FARM PARTNERSHIP,PA0281751,304931,KISH VIEW FARM,Union Twp,Mifflin,SCRO,"Water Quality Mgmt Part II, Manure Storage Fac for CAFO",CAFO Individual Permit,06/12/2014,762.40,1279.63,4733 E MAIN ST,"BELLEVILLE, PA 17004-9296",Dairy - Holstein/Brown Swiss - Cow - 1300 lbs
775993,KISH VIEW FARM PARTNERSHIP,PA0281751,304931,KISH VIEW FARM,Union Twp,Mifflin,SCRO,"Water Quality Mgmt Part II, Manure Storage Fac for CAFO",CAFO Individual Permit,06/12/2014,762.40,1279.63,4733 E MAIN ST,"BELLEVILLE, PA 17004-9296",Dairy - Holstein/Brown Swiss - Heifer (1-2 yr) - 900 lbs (650-1150)
775993,KISH VIEW FARM PARTNERSHIP,PA0281751,304931,KISH VIEW FARM,Union Twp,Mifflin,SCRO,"Water Quality Mgmt Part II, Manure Storage Fac for CAFO",CAFO Individual Permit,06/12/2014,762.40,1279.63,4733 E MAIN ST,"BELLEVILLE, PA 17004-9296",Dairy - Holstein/Brown Swiss - Calf (0-1 yr) - 375 lbs (100-650)
572580,MCMICHAEL FARM,PAG120001,123380,MCMICHAEL TIMOTHY,Lower Oxford Twp,Chester,SERO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,08/21/2017,47.70,462.58,791 STREET RD,"OXFORD, PA 19363-1135",Swine - Wean to finish - 140 lbs (15-265)
565034,HICKORY HOLLOW FARM,PAG120002,332807,HICKORY HOLLOW FARM LLC,East Nottingham Twp,Chester,SERO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,08/21/2017,980,620.25,491 BARNSLEY RD,"OXFORD, PA 19363-4105",Swine - Grow finish - 155 lbs (45-265)
632584,ASTLE FARM CAFO,PAG120005,204878,ASTLE ARTHUR,Lower Oxford Twp,Chester,SERO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,06/13/2014,103,983.01,643 STREET RD,"OXFORD, PA 19363-1176",Swine - Grow finish - 155 lbs (45-265)
682299,WOODLAND VIEW CAFO,PAG120006,247880,SMOKER PAUL,East Nottingham Twp,Chester,SERO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,08/29/2017,179,122.69,133 WOODLAND DR,"OXFORD, PA 19363-4100",Beef - Calf (0-8 mos) - 300 lbs (100-500)
682299,WOODLAND VIEW CAFO,PAG120006,247880,SMOKER PAUL,East Nottingham Twp,Chester,SERO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,08/29/2017,179,122.69,133 WOODLAND DR,"OXFORD, PA 19363-4100",Beef - Finishing (8-24 mos) - 950 lbs (500-1400)
682299,WOODLAND VIEW CAFO,PAG120006,247880,SMOKER PAUL,East Nottingham Twp,Chester,SERO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,08/29/2017,179,122.69,133 WOODLAND DR,"OXFORD, PA 19363-4100",Beef - Cow - 1400 lbs
682299,WOODLAND VIEW CAFO,PAG120006,247880,SMOKER PAUL,East Nottingham Twp,Chester,SERO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,08/29/2017,179,122.69,133 WOODLAND DR,"OXFORD, PA 19363-4100",Poultry - Duck (0-43 days) - 3.56 lbs (0.11-7)
820868,HOWARD REYBURN SWINE OPERATION,PAG120008,337784,REYBURN HOWARD,Upper Oxford Twp,Chester,SERO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,08/29/2017,152.40,672.66,1021 LIMESTONE ROAD,"OXFORD, PA 19363",Swine - Grow finish - 155 lbs (45-265)
829301,WINDY PINE CAFO,PAG120009,345419,WINDY PINE FARM,East Nottingham Twp,Chester,SERO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,12/07/2018,1,354.05,410 BARNSLEY RD,"OXFORD, PA 19363",Swine - Grow finish - 155 lbs (45-265)
829301,WINDY PINE CAFO,PAG120009,345419,WINDY PINE FARM,East Nottingham Twp,Chester,SERO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,12/07/2018,1,354.05,410 BARNSLEY RD,"OXFORD, PA 19363",Swine - Gestating Sow - 400 lbs
829301,WINDY PINE CAFO,PAG120009,345419,WINDY PINE FARM,East Nottingham Twp,Chester,SERO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,12/07/2018,1,354.05,410 BARNSLEY RD,"OXFORD, PA 19363",Swine - Sow and litter - 470 lbs
831040,MASON'S CHROME VIEW CAFO,PAG120011,134120,MASONS CHROME VIEW LTD,East Nottingham Twp,Chester,SERO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,02/14/2019,716.90,1116.10,86 CHROME RD,"NOTTINGHAM, PA 19362",Dairy - Holstein/Brown Swiss - Cow - 1300 lbs
831040,MASON'S CHROME VIEW CAFO,PAG120011,134120,MASONS CHROME VIEW LTD,East Nottingham Twp,Chester,SERO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,02/14/2019,716.90,1116.10,86 CHROME RD,"NOTTINGHAM, PA 19362",Dairy - Holstein/Brown Swiss - Heifer (1-2 yr) - 900 lbs (650-1150)
831040,MASON'S CHROME VIEW CAFO,PAG120011,134120,MASONS CHROME VIEW LTD,East Nottingham Twp,Chester,SERO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,02/14/2019,716.90,1116.10,86 CHROME RD,"NOTTINGHAM, PA 19362",Dairy - Holstein/Brown Swiss - Calf (0-1 yr) - 375 lbs (100-650)
741131,HEISLER'S EGG FARM,PAG122203,247826,HEISLERS EGG FARM,Walker Twp,Schuylkill,NERO,"Water Quality Mgmt Part II, Manure Storage Fac for CAFO",PAG-12 CAFO Permit,09/27/2019,118.30,1868,757 VALLEY RD,"TAMAQUA, PA 18252-5005",Poultry - Chickens - Layer (18-105 wks) - 3.15 lbs (weighted avg)
742401,HEGINS VALLEY LAYER COMPLEX,PAG122205,327421,SAUDER'S EGGS,Hubley Twp,Schuylkill,NERO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,12/28/2016,23,2362.50,824 CHURCH RD,"HEGINS, PA 17938-9615",Poultry - Chickens - Layer (18-105 wks) - 3.15 lbs (weighted avg)
720027,DOWNS RACING LP,PAG122207,243862,DOWNS RACING LP,Plains Twp,Luzerne,NERO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,05/27/2009,216,254,1280 HIGHWAY 315,"WILKES-BARRE, PA 18702",Light Horses & Mules - Two Year Old (24-36 mos) - 900 lbs (800-1000)
741052,RONALD MAURER FARM,PAG122209,217363,MATTERN DENNIS S,Upper Mahantango Twp,Schuylkill,NERO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,01/21/2016,106.50,696.61,1366 RIDGE RD,"KLINGERSTOWN, PA 17941-9647",Beef - Calf (0-8 mos) - 300 lbs (100-500)
741052,RONALD MAURER FARM,PAG122209,217363,MATTERN DENNIS S,Upper Mahantango Twp,Schuylkill,NERO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,01/21/2016,106.50,696.61,1366 RIDGE RD,"KLINGERSTOWN, PA 17941-9647",Beef - Finishing (8-24 mos) - 950 lbs (500-1400)
741052,RONALD MAURER FARM,PAG122209,217363,MATTERN DENNIS S,Upper Mahantango Twp,Schuylkill,NERO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,01/21/2016,106.50,696.61,1366 RIDGE RD,"KLINGERSTOWN, PA 17941-9647",Beef - Cow - 1400 lbs
741052,RONALD MAURER FARM,PAG122209,217363,MATTERN DENNIS S,Upper Mahantango Twp,Schuylkill,NERO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,01/21/2016,106.50,696.61,1366 RIDGE RD,"KLINGERSTOWN, PA 17941-9647",Poultry - Chickens - Layer (18-65 wks) - 3.10 lbs (2.75-3.45)
741052,RONALD MAURER FARM,PAG122209,217363,MATTERN DENNIS S,Upper Mahantango Twp,Schuylkill,NERO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,01/21/2016,106.50,696.61,1366 RIDGE RD,"KLINGERSTOWN, PA 17941-9647",Poultry - Chickens - Layer (18-105 wks) - 3.15 lbs (weighted avg)
741134,HEGINS FARM,PAG122210,146593,JOE JURGIELEWICZ & SON LTD,Hegins Twp,Schuylkill,NERO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,04/03/2017,38.20,44.34,886 E MOUNTAIN RD,"HEGINS, PA 17938-9509",Poultry - Duck (0-43 days) - 3.56 lbs (0.11-7)
752182,WILL O BETT FARM HOG FINISHING BARN,PAG122212,293578,WILL O BETT FARM,Salem Twp,Luzerne,NERO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,01/23/2017,103.20,726.12,137 BOMBOY LN,"BERWICK, PA 18603-6509",Beef - Bull - 1500
752182,WILL O BETT FARM HOG FINISHING BARN,PAG122212,293578,WILL O BETT FARM,Salem Twp,Luzerne,NERO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,01/23/2017,103.20,726.12,137 BOMBOY LN,"BERWICK, PA 18603-6509",Swine - Grow finish - 155 lbs (45-265)
752182,WILL O BETT FARM HOG FINISHING BARN,PAG122212,293578,WILL O BETT FARM,Salem Twp,Luzerne,NERO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,01/23/2017,103.20,726.12,137 BOMBOY LN,"BERWICK, PA 18603-6509","Goats, meat - Doe - 150 lbs "
752182,WILL O BETT FARM HOG FINISHING BARN,PAG122212,293578,WILL O BETT FARM,Salem Twp,Luzerne,NERO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,01/23/2017,103.20,726.12,137 BOMBOY LN,"BERWICK, PA 18603-6509","Goats, meat - Buck - 200 lbs"
752182,WILL O BETT FARM HOG FINISHING BARN,PAG122212,293578,WILL O BETT FARM,Salem Twp,Luzerne,NERO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,01/23/2017,103.20,726.12,137 BOMBOY LN,"BERWICK, PA 18603-6509","Goats, dairy - Kid (0-1 yr) - 45 lbs (5-85)"
825914,COVERED BRIDGE ROAD FARM,PAG122213,299788,SNYDER LINFORD R,Washington Twp,Schuylkill,NERO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,04/26/2018,82,346.60,334 COVERED BRIDGE ROAD,"PINE GROVE, PA 17963",Poultry - Chickens - Pullet (0-18 wks) - 1.42 lbs (0.08-2.75)
675354,CAFO POULTRY FARM,PAG122215,217876,HAAS STEPHEN W,Upper Mahantango Twp,Schuylkill,NERO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,06/18/2019,1543,560.40,15 HAAS RD,"KLINGERSTOWN, PA 17941-9733",Poultry - Chickens - Layer (18-65 wks) - 3.10 lbs (2.75-3.45)
832562,JAIRUS MUSSER POULTRY FARM,PAG122216,347839,"MUSSER, JAIRUS L",Washington Twp,Schuylkill,NERO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,05/20/2019,83.50,394.96,95 FEREBEES RD,"PINE GROVE, PA 17963","Poultry - Chickens - Broiler, large (0-53 days) - 3.0 lbs (0.09-6.0)"
832557,DWIGHT MANBECK CAFO,PAG122217,347845,MANBECK DWIGHT,Wayne Twp,Schuylkill,NERO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,08/09/2019,196.70,679.16,917 SCHWARTZ VALLEY RD,"SCHUYLKILL HAVEN, PA 17972",Swine - Grow finish - 155 lbs (45-265)
697967,STOLTZFUS DUCK FARM CAFO SITE,PAG122218,253999,DALE STOLTZFUS DUCK FARM,Washington Twp,Schuylkill,NERO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,08/09/2019,348.40,274.43,160 FARM VIEW RD,"SCHUYLKILL HAVEN, PA 17972",Beef - Calf (0-8 mos) - 300 lbs (100-500)
697967,STOLTZFUS DUCK FARM CAFO SITE,PAG122218,253999,DALE STOLTZFUS DUCK FARM,Washington Twp,Schuylkill,NERO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,08/09/2019,348.40,274.43,160 FARM VIEW RD,"SCHUYLKILL HAVEN, PA 17972",Beef - Finishing (8-24 mos) - 950 lbs (500-1400)
697967,STOLTZFUS DUCK FARM CAFO SITE,PAG122218,253999,DALE STOLTZFUS DUCK FARM,Washington Twp,Schuylkill,NERO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,08/09/2019,348.40,274.43,160 FARM VIEW RD,"SCHUYLKILL HAVEN, PA 17972",Poultry - Duck (0-43 days) - 3.56 lbs (0.11-7)
564412,HOOVER LANE FARM,PAG123506,351686,HOOVER LN FARM LLC,Tyrone Twp,Perry,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,08/22/2019,1,851.73,105 HOOVER LN,"LOYSVILLE, PA 17047-9208",Swine - Grow finish - 155 lbs (45-265)
564444,LOHT FARM CAFO,PAG123507,148842,LOHT KENNETH,Decatur Twp,Mifflin,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,02/15/2018,1,445.27,250 ROAD APPLE WAY,"MC CLURE, PA 17841-8604",Swine - Grow finish - 155 lbs (45-265)
565209,GOSS FARM CAFO,PAG123511,149144,GOSS RONALD E & GOSS TIMOTHY E,Decatur Twp,Mifflin,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,11/27/2017,276,1361.34,123 DECATUR RD,"MCCLURE, PA 17841",Beef - Calf (0-8 mos) - 300 lbs (100-500)
565209,GOSS FARM CAFO,PAG123511,149144,GOSS RONALD E & GOSS TIMOTHY E,Decatur Twp,Mifflin,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,11/27/2017,276,1361.34,123 DECATUR RD,"MCCLURE, PA 17841",Beef - Finishing (8-24 mos) - 950 lbs (500-1400)
565209,GOSS FARM CAFO,PAG123511,149144,GOSS RONALD E & GOSS TIMOTHY E,Decatur Twp,Mifflin,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,11/27/2017,276,1361.34,123 DECATUR RD,"MCCLURE, PA 17841",Beef - Cow - 1400 lbs
565209,GOSS FARM CAFO,PAG123511,149144,GOSS RONALD E & GOSS TIMOTHY E,Decatur Twp,Mifflin,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,11/27/2017,276,1361.34,123 DECATUR RD,"MCCLURE, PA 17841",Swine - Grow finish - 155 lbs (45-265)
570073,FRANKLIN HOG FARM,PAG123513,318483,HORD FAMILY FARMS,Peters Twp,Franklin,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,08/31/2017,1,1756.45,8815 DRY RUN RD,"MERCERSBURG, PA 17236-8606",Swine - Nursery Pig - 30 lbs (15-45)
570073,FRANKLIN HOG FARM,PAG123513,318483,HORD FAMILY FARMS,Peters Twp,Franklin,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,08/31/2017,1,1756.45,8815 DRY RUN RD,"MERCERSBURG, PA 17236-8606",Swine - Wean to finish - 140 lbs (15-265)
570073,FRANKLIN HOG FARM,PAG123513,318483,HORD FAMILY FARMS,Peters Twp,Franklin,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,08/31/2017,1,1756.45,8815 DRY RUN RD,"MERCERSBURG, PA 17236-8606",Swine - Gestating Sow - 400 lbs
570073,FRANKLIN HOG FARM,PAG123513,318483,HORD FAMILY FARMS,Peters Twp,Franklin,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,08/31/2017,1,1756.45,8815 DRY RUN RD,"MERCERSBURG, PA 17236-8606",Swine - Sow and litter - 470 lbs
570073,FRANKLIN HOG FARM,PAG123513,318483,HORD FAMILY FARMS,Peters Twp,Franklin,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,08/31/2017,1,1756.45,8815 DRY RUN RD,"MERCERSBURG, PA 17236-8606",Swine - Boar - 450 lbs
