,Address,Animal Units,Electricity incentive (USD/year),Manure generated (kg/year),Mass TP recovered (kg/year),NPV (USD),Net revenue (USD/year),Pcredits (USD/year),Phosphorus released generated (kg/year),Process capital cost (USD),Process operation cost (USD/year),Process operation cost amortized (USD/year),Profitable,Recommended,Struvite revenues (USD/year),Total incentives (USD/year),latitude,longitude,tech_selected
99,2361 McGill Rd Marlette 48453,3000.0,0.0,41477176.5,26128.239483335776,-114819.59489613284,-243344.96900919016,0.0,33181.741200000004,1681176.5857912193,273631.1249399047,353687.1528347247,No,No,110342.18382553455,0.0,43.352231,-82.9751965,MULTIFORM
100,5071 Robinson Rd Cass City 48726,3400.0,0.0,47007466.7,29612.004747780542,-117913.43629434242,-265001.85879665706,0.0,37605.97336,1681176.5857912193,310000.30590410955,390056.3337989295,No,No,125054.47500227245,0.0,43.5902491,-83.0380885,MULTIFORM
101,69444 County Road 687 Hartford 49057,4042.0,0.0,55883582.471,35203.447997214396,-122879.05173846876,-299761.1669055415,0.0,44706.86597680001,1681176.5857912193,368372.8413516584,448428.86924647837,No,No,148667.70234093684,0.0,42.1660752,-86.17133059999998,MULTIFORM
102,4715 S. County Line Rd St. Louis 48880,1550.0,0.0,21429874.525,13499.590399723487,-69379.79172134372,-134514.95181421685,0.0,17143.899619999997,1053430.7707055672,141361.71009047795,191525.0801240764,No,No,57010.12830985951,0.0,43.4735428,-84.6064557,MULTIFORM
103,8317 West Colony Road Saint Johns 48879,3300.0,0.0,45624894.15,28741.06343166935,-117139.97594479,-259587.63634979038,0.0,36499.91532,1681176.5857912193,300908.0106630584,380964.03855787835,No,No,121376.40220808798,0.0,43.04632120000001,-84.6868223,MULTIFORM
104,55575 Frank Jones Road Mendon 49072,3200.0,0.0,44242321.6,27870.122115558173,-116366.51559523762,-254173.41390292364,0.0,35393.857280000004,1681176.5857912193,291815.7154220072,371871.74331682717,No,No,117698.32941390351,0.0,41.9902796,-85.53308799999998,MULTIFORM
105,"15585 68th Avenue, 17228 72nd Ave. Coopersville 49404",2827.0,0.0,39085325.98850001,24621.51100646342,-113481.50849140722,-233978.3641761107,0.0,31268.260790800006,1681176.5857912193,257901.4541728861,337957.48206770606,No,No,103979.11789159536,0.0,43.05158400000001,-85.9618689,MULTIFORM
106,2748 30th Street Allegan 49010,1315.0,0.0,18180829.032500003,11452.878306862181,-67562.15989989559,-121791.52906408007,0.0,14544.663226000002,1053430.7707055672,119994.8162740076,170158.18630760605,No,No,48366.65724352597,0.0,42.6207782,-85.84043790000003,MULTIFORM
107,3309 Vatter Road Snover 48472,3480.0,0.0,48113524.74000001,30308.7578006695,-118532.20457398435,-269333.2367541506,0.0,38490.81979200001,1681176.5857912193,317274.14209695073,397330.1699917707,No,No,127996.93323762008,0.0,43.497372,-82.96483909999998,MULTIFORM
108,3232 Farver Road Pigeon 48755,1280.0,0.0,17696928.64,11148.048846223266,-67291.44877755224,-119896.55120767672,0.0,14157.542912,1053430.7707055672,116812.51293963967,166975.88297323813,No,No,47079.3317655614,0.0,43.8814543,-83.20141070000003,MULTIFORM
109,4881 Hartsell Rd. Owendale 48754,1241.0,0.0,17157725.3455,10808.3817329399,-66989.79924122682,-117785.00445339868,0.0,13726.1802764,1053430.7707055672,113266.51779562968,163429.88782922813,No,No,45644.88337582946,0.0,43.6921085,-83.157078,MULTIFORM
110,11440 Stone Road Fowler 48835,1800.0,0.0,24886305.900000002,15676.943690001464,-71313.4425952247,-148050.50793138373,0.0,19909.04472,1053430.7707055672,164092.448193106,214255.81822670443,No,No,66205.3102953207,0.0,43.0691181,-84.746904,MULTIFORM
111,2190 N Squires Rd Bailey 49303,3500.0,0.0,48390039.250000015,30482.946063891744,-118686.89664389478,-270416.08124352386,0.0,38712.03140000001,1681176.5857912193,319092.6011451609,399148.6290399809,No,No,128732.54779645702,0.0,43.29233789999999,-85.9075483,MULTIFORM
112,1045 Soloman Rd. Hastings 49058,1650.0,0.0,22812447.075,14370.531715834675,-70153.25207089611,-139929.17426108365,0.0,18249.95766,1053430.7707055672,150454.0053315292,200617.37536512763,No,No,60688.20110404399,0.0,42.67315720000001,-85.36941920000002,MULTIFORM
113,3901 North Jefferson Ionia 48846,960.0,0.0,13272696.48,8361.03663466745,-64562.38698596367,-102223.0519146728,0.0,10618.157184000002,1049140.9709612187,87573.45688354774,137532.55073884386,No,No,35309.49882417106,0.0,42.98870520000001,-85.05452869999998,MULTIFORM
114,1530 and 1510 62nd Street Fennville 49408,4780.0,0.0,66086967.89000001,41630.99491011501,-162600.7945603423,-369480.0333253229,0.0,52869.574312000004,2306176.585791219,435473.9802306166,545291.9128873413,No,No,175811.87956201838,0.0,42.5261618,-86.1511232,MULTIFORM
115,1982 S Wacousta Rd Saint Johns 48879,2000.0,0.0,27651451.000000004,17418.826322223853,-72860.36329432948,-158878.95282511722,0.0,22121.160800000005,1053430.7707055672,182277.0386752085,232440.4087088069,No,No,73561.45588368969,0.0,42.9873872,-84.70001069999998,MULTIFORM
116,5185 Farr Rd Peck 48466,1770.0,0.0,24471534.134999998,15415.661295168105,-71081.40449035897,-146426.24119732375,0.0,19577.227307999998,1053430.7707055672,161364.7596207907,211528.1296543891,No,No,65101.888457065375,0.0,43.2659601,-82.79752959999998,MULTIFORM
117,1861 North Pinnebog Road Elkton 48731,1175.0,0.0,16245227.4625,10233.560464306513,-66479.31541052222,-114211.61763846662,0.0,12996.181970000001,1053430.7707055672,107265.60293653586,157428.9729701343,No,No,43217.355331667684,0.0,43.8388867,-83.101991,MULTIFORM
118,11982 Maple Rd Westphalia 48894,1750.0,0.0,24195019.625000007,15241.473031945872,-70926.7124204485,-145343.3967079504,0.0,19356.015700000004,1053430.7707055672,159546.30057258045,209709.67060617887,No,No,64366.27389822851,0.0,42.9431158,-84.83868290000002,MULTIFORM
119,7374 Brunswick Rd Holton 49425,1430.0,0.0,19770787.465000004,12454.460820390057,-68451.63930188083,-128017.88487797683,0.0,15816.629972000002,1053430.7707055672,130450.95580121652,180614.32583481498,No,No,52596.44095683814,0.0,43.44323770000001,-86.08634049999998,MULTIFORM
120,3844 N Hubbardston Rd Pewamo 48873,6450.0,0.0,89175929.47500001,56175.714889171926,-143061.95389588206,10779.28325630512,0.0,71340.74358000001,3036638.8815824385,81854.56046466847,226456.41196859407,Yes,No,237235.69522489922,0.0,43.0433724,-84.8332165,CRYSTALACTOR
121,12877 84th St. Alto 49302,4490.0,0.0,62077507.495000005,39105.26509339255,-126344.1541044635,-324016.8834675045,0.0,49662.005996,1681176.5857912193,409106.3240315679,489162.35192638787,No,No,165145.46845888335,0.0,42.8143701,-85.3456939,MULTIFORM
122,3024 N. Wright Rd. Fowler 48835,1430.0,0.0,19770787.465000004,12454.460820390057,-68451.63930188083,-128017.88487797683,0.0,15816.629972000002,1053430.7707055672,130450.95580121652,180614.32583481498,No,No,52596.44095683814,0.0,43.0376097,-84.73704289999998,MULTIFORM
123,3800 Stein Rd Bad Axe 48413,4000.0,0.0,55302902.00000001,34837.652644447706,-79061.25024887796,-89484.88981173922,0.0,44242.32160000001,1391831.5857912193,147574.9634716175,213852.65803310415,No,No,124367.76822136491,0.0,43.77641970000001,-83.13248840000001,NURESYS
124,3007 Wolf Creek Hwy Adrian 49221,4000.0,0.0,55302902.00000001,34837.652644447706,-122554.19839165676,-297487.19347785757,0.0,44242.32160000001,1681176.5857912193,364554.077350417,444610.10524523695,No,No,147122.91176737938,0.0,41.93621,-84.09809,MULTIFORM
125,9123 South Grange Road Westphalia 48894,1200.0,0.0,16590870.600000003,10451.295793334311,-66672.68049791035,-115565.17325018332,0.0,13272.696480000002,1053430.7707055672,109538.6767467987,159702.04678039713,No,No,44136.87353021382,0.0,42.9151537,-84.7986959,MULTIFORM
126,1689 Bugbee Road Ionia 48846,1050.0,0.0,14517011.775,9144.883819167522,-65258.501300560834,-107095.85211685288,0.0,11613.60942,1049140.9709612187,95756.52260049383,145715.61645578995,No,No,38619.764338937086,0.0,42.9632806,-85.01991190000003,MULTIFORM
127,1223 South Begole Road Ithaca 48847,4150.0,0.0,57376760.82500002,36144.06461861449,-123714.38891598534,-305608.52714815765,0.0,45901.408660000016,1681176.5857912193,378192.52021199383,458248.5481068138,No,No,152640.02095865613,0.0,43.2809023,-84.63769529999998,MULTIFORM
128,14461 South 44th Street Fulton 49052,3875.0,0.0,53574686.3125,33748.975999308714,-121587.37295471628,-290719.4154192742,0.0,42859.749050000006,1681176.5857912193,353188.70829910296,433244.73619392293,No,No,142525.32077464875,0.0,42.1068544,-85.3282109,MULTIFORM
129,8426 East S Avenue Scotts 49088,2032.0,0.0,28093874.216000002,17697.52754337943,-73107.87060618625,-160611.50400811457,0.0,22475.099372800003,1053430.7707055672,185186.57315234485,235349.9431859433,No,No,74738.43917782871,0.0,42.1720259,-85.46146879999998,MULTIFORM
130,7295 Himba Road Marion 49665,2017.0,0.0,27886488.333500005,17566.886345962757,-72991.85155375338,-159799.37064108456,0.0,22309.190666800005,1053430.7707055672,183822.7288661872,233986.0988997856,No,No,74186.72825870106,0.0,44.1526724,-85.232564,MULTIFORM
131,1557 N. Elkton Rd Elkton 48731,2980.0,0.0,41200661.99000001,25954.05122011354,-78247.25645985214,-83786.93328855863,0.0,32960.529592000006,1391831.5857912193,110163.2260519889,176440.92061347552,No,No,92653.98732491689,0.0,43.83433540000001,-83.18136249999998,NURESYS
132,4309 14th Street Wayland 49348,1600.0,0.0,22121160.8,13935.061057779087,-69766.5218961199,-137222.06303765025,0.0,17696.928640000002,1053430.7707055672,145907.8577110036,196071.22774460202,No,No,58849.16470695176,0.0,42.7085374,-85.6848705,MULTIFORM
133,570 North Townline Rd Sandusky 48471,1340.0,0.0,18526472.17,11670.613635889986,-67755.5249872837,-123145.08467579675,0.0,14821.177736000001,1053430.7707055672,122267.8900842704,172431.26011786883,No,No,49286.175442072104,0.0,43.4455427,-82.869937,MULTIFORM
134,1732 North 8 Mile Rd Pinconning 48650,685.0,0.0,9470621.967500001,5965.94801536167,-62435.37102469461,-87333.9401857893,0.0,7576.497574000001,1049140.9709612187,62569.64497065688,112528.73882595301,No,No,25194.798640163714,0.0,43.7938134,-84.04391679999998,MULTIFORM
135,Ransom and North County Line Road Breckenridge 48615,3400.0,0.0,47007466.7,29612.00474778055,-78582.43037298042,-86133.15068045654,0.0,37605.97336,1391831.5857912193,125568.05910713007,191845.7536686167,No,No,105712.60298816016,0.0,43.46613989999999,-84.4495013,NURESYS
136,2556 South Crapo Road Ithaca 48847,2530.0,0.0,34979085.515,22034.81529761318,-77888.141552929,-81273.12894009665,0.0,27983.268412,1391831.5857912193,93658.04777862334,159935.74234010995,No,No,78662.61340001332,0.0,43.254011,-84.52487409999998,NURESYS
137,"5301 Flannigan Rd. Orleans, MI 48865",3495.0,0.0,48320910.622500025,30439.398998086188,-118648.2236264172,-270145.37012118055,0.0,38656.72849800002,1681176.5857912193,318637.98638310836,398694.01427792833,No,No,128548.64415674777,0.0,43.06313919999999,-85.11526459999997,MULTIFORM
138,1910 E. Meyering Road Marion 49665,2000.0,0.0,27651451.000000004,17418.826322223853,-72860.36329432948,-158878.95282511722,0.0,22121.160800000005,1053430.7707055672,182277.0386752085,232440.4087088069,No,No,73561.45588368969,0.0,44.17766779999999,-85.0542691,MULTIFORM
139,8335 80th Ave. Evart 49631,1840.0,0.0,25439334.92,16025.320216445944,-71622.82673504566,-150216.19691013044,0.0,20351.467936,1053430.7707055672,167729.36628952654,217892.73632312496,No,No,67676.53941299452,0.0,43.9349619,-85.24749320000002,MULTIFORM
140,12800 Bass Road Middleville 49333,670.0,0.0,9263236.085,5835.306817944993,-62319.351972261735,-86521.80681875929,0.0,7410.588868000001,1049140.9709612187,61205.800684499205,111164.89453979534,No,No,24643.087721036052,0.0,42.6815477,-85.5423837,MULTIFORM
141,10851 West Strief Road McBain 49657,1129.0,0.0,15609244.0895,9832.927458895363,-66123.52364972811,-111721.07531290792,0.0,12487.3952716,1053430.7707055672,103083.14712565232,153246.51715925077,No,No,41525.44184634284,0.0,44.1866224,-85.22369069999998,MULTIFORM
142,4370 Limerick Rd Caseville 48725,3490.0,0.0,48251781.995,30395.851932280613,-78654.25335436504,-86635.91155014891,0.0,38601.425596,1391831.5857912193,128869.0947618032,195146.78932328982,No,No,108510.8777731409,0.0,43.9198715,-83.156702,NURESYS
143,3261 Berne Rd Elkton 48755,3490.0,0.0,48251781.995,30395.851932280613,-78654.25335436504,-86635.91155014891,0.0,38601.425596,1391831.5857912193,128869.0947618032,195146.78932328982,No,No,108510.8777731409,0.0,43.8488705,-83.11690970000002,NURESYS
