,Address,Animal Units,Electricity incentive (USD/year),Manure generated (kg/year),Mass TP recovered (kg/year),NPV (USD),Net revenue (USD/year),Pcredits (USD/year),Phosphorus released generated (kg/year),Process capital cost (USD),Process operation cost (USD/year),Process operation cost amortized (USD/year),Profitable,Recommended,Struvite revenues (USD/year),Total incentives (USD/year),latitude,longitude,tech_selected
99,"LANCASTER, PA 17603-9499",1144.36,0.0,15821607.233180003,9966.704045050046,-66242.32715941936,-112552.69988074666,0.0,12657.285786544004,1053430.7707055672,104479.72367467778,154643.09370827622,No,No,42090.39382752957,0.0,40.0144597,-76.3289941,MULTIFORM
100,"CONESTOGA, PA 17516",2404.6,0.0,33245339.5373,20942.654887209737,-110214.41197489791,-211108.68856054556,0.0,26596.27162984,1681176.5857912193,219495.59907468568,299551.6269695057,No,No,88442.93840896011,0.0,39.945490899999996,-76.33790450000001,MULTIFORM
101,"COCHRANVILLE, PA 19330-9787",1439.27,0.0,19898951.940385003,12535.197080393564,-68523.33907628435,-128519.78329880135,0.0,15919.161552308002,1053430.7707055672,131293.81157006195,181457.1816036604,No,No,52937.39830485903,0.0,39.8917958,-75.92140049999998,MULTIFORM
102,"COCHRANVILLE, PA 19330-9787",1439.27,0.0,19898951.940385003,12535.197080393564,-68523.33907628435,-128519.78329880135,0.0,15919.161552308002,1053430.7707055672,131293.81157006195,181457.1816036604,No,No,52937.39830485903,0.0,39.8917958,-75.92140049999998,MULTIFORM
103,"GETTYSBURG, PA 17325-7844",1602.12,0.0,22150471.338060003,13953.525013680643,-69782.91925553043,-137336.84455352387,0.0,17720.377070448,1053430.7707055672,146100.6143701139,196263.98440371233,No,No,58927.13985018846,0.0,39.830929299999994,-77.2310955,MULTIFORM
104,"WASHINGTON BORO, PA 17582-9674",1461.17,0.0,20201735.328835003,12725.933228621914,-68692.72689283632,-129705.49801466517,0.0,16161.388263068004,1053430.7707055672,133285.02422785218,183448.39426145062,No,No,53742.896246785436,0.0,39.9925984,-76.4671863,MULTIFORM
105,"SHIPPENSBURG, PA 17257-9798",1038.99,0.0,14364790.537245002,9048.99318026368,-65173.34331607512,-106499.74622545288,0.0,11491.832429796,1049140.9709612187,94755.46089445413,144714.55474975024,No,No,38214.808524297376,0.0,40.0506453,-77.5202647,MULTIFORM
106,"CHAMBERSBURG, PA 17202-7347",1525.5,0.0,21091144.250249997,13286.209777276239,-69190.29393570338,-133188.46731473453,0.0,16872.915400199996,1053430.7707055672,139134.09775642038,189297.46779001883,No,No,56109.000475284294,0.0,39.9375911,-77.6611022,MULTIFORM
107,"FAYETTEVILLE, PA 17222-9661",1258.79,0.0,17403685.002145004,10963.322193076083,-67127.3978374122,-118748.19462669626,0.0,13922.948001716004,1053430.7707055672,114884.03711901269,165047.40715261112,No,No,46299.212525914874,0.0,39.9112028,-77.5499888,MULTIFORM
108,"MIFFLINTOWN, PA 17059-8134",1041.65,0.0,14401566.967075,9072.160219272238,-65193.917361373205,-106643.76454253952,0.0,11521.25357366,1049140.9709612187,94997.31594786607,144956.4098031622,No,No,38312.64526062269,0.0,40.5661982,-77.39273039999998,MULTIFORM
109,"MERCERSBURG, PA 17236-8705",2612.1,0.0,36114177.57855001,22749.858118140462,-111819.34220021915,-222343.20013779413,0.0,28891.34206284001,1681176.5857912193,238362.11169986703,318418.13959468703,No,No,96074.93945689291,0.0,39.82786979999999,-77.9033314,MULTIFORM
110,"MERCERSBURG, PA 17236-8705",2612.1,0.0,36114177.57855001,22749.858118140462,-111819.34220021915,-222343.20013779413,0.0,28891.34206284001,1681176.5857912193,238362.11169986703,318418.13959468703,No,No,96074.93945689291,0.0,39.82786979999999,-77.9033314,MULTIFORM
111,"COCHRANVILLE, PA 19330",1169.8,0.0,16173333.6899,10188.271515868732,-66439.0954723455,-113930.07807122957,0.0,12938.666951919999,1053430.7707055672,106792.80358400122,156956.17361759965,No,No,43026.095546370096,0.0,39.8917958,-75.92140049999998,MULTIFORM
112,"COCHRANVILLE, PA 19330",1169.8,0.0,16173333.6899,10188.271515868732,-66439.0954723455,-113930.07807122957,0.0,12938.666951919999,1053430.7707055672,106792.80358400122,156956.17361759965,No,No,43026.095546370096,0.0,39.8917958,-75.92140049999998,MULTIFORM
113,"EVERETT, PA 15537",1630.71,0.0,22545748.830105003,14202.52713595683,-70004.05156946744,-138884.77075108304,0.0,18036.599064084003,1053430.7707055672,148700.10157953046,198863.4716131289,No,No,59978.70086204583,0.0,40.01147110000001,-78.37334840000001,MULTIFORM
114,"MANHEIM, PA 17545",377.8,0.0,7319200.8224450005,4610.676233361041,-61231.78937475613,-78908.86863621997,0.0,5855.360657956001,1049140.9709612187,48421.12434605707,98380.2182013532,No,No,19471.34956513324,0.0,40.16342789999999,-76.3949614,MULTIFORM
115,"HALIFAX, PA 17032",1476.9,0.0,20419213.99095,12862.932297646203,-68814.39220582091,-130557.15520555728,0.0,16335.37119276,1053430.7707055672,134715.2422692695,184878.61230286793,No,No,54321.45709731065,0.0,40.4681409,-76.9319198,MULTIFORM
116,"NEWPORT, PA 17074-8231",1222.43,0.0,16900981.622965004,10646.647930538053,-66846.16765431495,-116779.58334501553,0.0,13520.785298372004,1053430.7707055672,111578.07856936648,161741.44860296493,No,No,44961.865257949394,0.0,40.4778612,-77.1305373,MULTIFORM
117,"MIFFLINTOWN, PA 17059-7772",1267.1,0.0,17518576.78105,11035.697416444924,-67191.67239246,-119198.11651203089,0.0,14014.861424839999,1053430.7707055672,115639.60685354404,165802.9768871425,No,No,46604.8603751116,0.0,40.5661982,-77.39273039999998,MULTIFORM
118,"MERCERSBURG, PA 17236",1381.5,0.0,19100239.77825,12032.054282076122,-68076.51103234793,-125391.98699124645,0.0,15280.191822600002,1053430.7707055672,126041.19260930664,176204.5626429051,No,No,50812.57565165865,0.0,39.82786979999999,-77.9033314,MULTIFORM
119,"REEDSVILLE, PA 17084",889.46,0.0,12297429.803230003,7746.674630282619,-64016.78805538942,-98403.85940065303,0.0,9837.943842584002,1049140.9709612187,81159.75182051024,131118.84567580637,No,No,32714.986275153336,0.0,40.66395869999999,-77.595828,MULTIFORM
120,"LEBANON, PA 17042",580.41,0.0,8024589.337454998,5055.030492840971,-61626.40884509776,-81671.20492861136,0.0,6419.671469963999,1049140.9709612187,53060.013378041396,103019.10723333753,No,No,21347.90230472616,0.0,40.2927633,-76.38687970000001,MULTIFORM
121,"WASHINGTON BORO, PA 17582",2811.12,0.0,38865773.46756,24483.205525464953,-113358.6829878983,-233118.5856515483,0.0,31092.618774048,1681176.5857912193,256457.59768860717,336513.62558342714,No,No,103395.0399318789,0.0,39.9925984,-76.4671863,MULTIFORM
122,"MANHEIM, PA 17545",529.39,0.0,7319200.8224450005,4610.676233361041,-61231.78937475613,-78908.86863621997,0.0,5855.360657956001,1049140.9709612187,48421.12434605707,98380.2182013532,No,No,19471.34956513324,0.0,40.16342789999999,-76.3949614,MULTIFORM
123,"MOHRSVILLE, PA 19541",553.58,0.0,7653645.122290001,4821.35693772834,-61418.889433312856,-80218.56904611703,0.0,6122.916097832001,1049140.9709612187,50620.55056486737,100579.6444201635,No,No,20361.07537404647,0.0,40.4744405,-75.9777786,MULTIFORM
124,"NEWVILLE, PA 17241",2618.5,0.0,36202662.22175,22805.59836237158,-111868.84366259047,-222689.71037439356,0.0,28962.1297774,1681176.5857912193,238944.0185952943,319000.0464901143,No,No,96310.33611572073,0.0,40.1731433,-77.3985963,MULTIFORM
125,"GRANVILLE SUMMIT, PA 16926",802.17,0.0,11090582.224335002,6986.429955449155,-63341.63451626514,-93677.78462678305,0.0,8872.465779468002,1049140.9709612187,73223.0873045966,123182.18115989273,No,No,29504.396533109677,0.0,41.7127389,-76.745195,MULTIFORM
126,"MIDDLEBURG, PA 17842-9246",780.8,0.0,10795126.470399998,6800.309796196192,-63176.3460395658,-92520.76528988763,0.0,8636.101176319999,1049140.9709612187,71280.06381158394,121239.15766688007,No,No,28718.392376992448,0.0,40.7859166,-77.0472027,MULTIFORM
127,"SELINSGROVE, PA 17870-8161",1314.66,0.0,18176128.285830002,11449.917106387406,-67559.5301347071,-121773.12070776073,0.0,14540.902628664002,1053430.7707055672,119963.90247018801,170127.27250378646,No,No,48354.15179602574,0.0,40.798973499999995,-76.8621935,MULTIFORM
128,"SELINSGROVE, PA 17870-8161",1314.66,0.0,18176128.285830002,11449.917106387406,-67559.5301347071,-121773.12070776073,0.0,14540.902628664002,1053430.7707055672,119963.90247018801,170127.27250378646,No,No,48354.15179602574,0.0,40.798973499999995,-76.8621935,MULTIFORM
129,"GRANVILLE SUMMIT, PA 16926-9202",805.82,0.0,11141046.122410001,7018.219313487213,-63369.865819023806,-93875.40374609368,0.0,8912.836897928,1049140.9709612187,73554.95608089498,123514.0499361911,No,No,29638.64619009742,0.0,41.71785269999999,-76.77912239999998,MULTIFORM
130,"MILAN, PA 18831-7977",1554.84,0.0,21496791.036419995,13541.743959423264,-69417.22720226205,-134777.00018064526,0.0,17197.432829135996,1053430.7707055672,141801.77718014485,191965.1472137433,No,No,57188.14703309804,0.0,41.9075745,-76.52327729999998,MULTIFORM
131,"LIBERTY, PA 16930-9505",768.54,0.0,10625623.07577,6693.532390840958,-63081.519800710674,-91856.98161790178,0.0,8500.498460616,1049140.9709612187,70165.34841503108,120124.44227032721,No,No,28267.46065242543,0.0,41.55840739999999,-77.1046928,MULTIFORM
132,"BERLIN, PA 15530",2004.67,0.0,27716017.138085008,17459.499281686243,-72896.48389265357,-159131.79701338592,0.0,22172.813710468006,1053430.7707055672,182701.64886296558,232865.01889656403,No,No,73733.2218831781,0.0,39.9206363,-78.9578022,MULTIFORM
133,"ROCKWOOD, PA 15557-7802",1443.95,0.0,19963656.335725002,12575.95713398757,-68559.53702064337,-128773.16890931471,0.0,15970.925068580003,1053430.7707055672,131719.33098734316,181882.7010209416,No,No,53109.53211162687,0.0,39.91563370000001,-79.15225149999998,MULTIFORM
134,"BERLIN, PA 15530-6535",1122.04,0.0,15513017.04002,9772.309943294025,-66069.6908093993,-111344.24543060598,0.0,12410.413632016,1053430.7707055672,102450.32337687514,152613.69341047358,No,No,41269.447979867604,0.0,39.9206363,-78.9578022,MULTIFORM
135,"LINCOLN UNIVERSITY, PA 19352-1005",1404.6,0.0,19419614.037299998,12233.241726097809,-68255.18037309452,-126642.67237647263,0.0,15535.691229839998,1053430.7707055672,128141.51280998945,178304.8828435879,No,No,51662.210467115256,0.0,39.8086987,-75.9270918,MULTIFORM
